show_id,type,title,listed_in,description
80091741,Movie,13TH,Documentaries,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom."
80115464,Movie,Russell Peters: Almost Famous,Stand-Up Comedy,"The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human."
80113144,TV Show,StoryBots Super Songs,Kids' TV,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more."
80041653,Movie,The Siege of Jadotville,Action & Adventure  Dramas  International Movies,"Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story."
81016338,Movie,Love for Sale,Dramas  International Movies  Romantic Movies,"Richard accepts a bet that he can't find a companion to a friend's wedding, not knowing the dating app he's using includes a 45-day contract."
81002592,Movie,Jackpot,Comedies  Dramas  International Movies,A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.
81017724,Movie,Seven in Heaven,Horror Movies,Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.
80174918,TV Show,ID-0,Anime Series  International TV Shows,"In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure."
80170301,Movie,Kung Fu Yoga,Action & Adventure  Comedies  International Movies,Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.
80189623,Movie,The Death and Life of Marsha P. Johnson,Documentaries  LGBTQ Movies,"As she fights the tide of violence against trans women, activist Victoria Cruz probes the suspicious 1992 death of her friend Marsha P. Johnson."
80215730,TV Show,Legend Quest: Masters of Myth,Kids' TV,"When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije – super-secret monster hunters – to save the day."
81161487,TV Show,My Country: The New Age,International TV Shows  Korean TV Shows  TV Action & Adventure,"At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything."
81177367,Movie,Noblemen,Dramas  Independent Movies  International Movies,"When he lands the lead in his Christian school's production of ""The Merchant of Venice,"" a secretly gay student is bullied by wealthy upperclassmen."
81016323,Movie,Cahaya Dari Timur Beta Maluku,Dramas  International Movies  Sports Movies,"After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed."
80198511,TV Show,Dancing Queen,Reality TV,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.
81016318,Movie,Emma' (Mother),Dramas  International Movies,"In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life."
80240840,TV Show,Empire Games,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.
80191369,TV Show,LOST SONG,Anime Series  International TV Shows,"War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song."
80242081,Movie,Malevolent,Horror Movies  Thrillers,"A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real."
80168222,Movie,Private Life,Comedies  Dramas  Independent Movies,"Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece."
80999063,Movie,Super Monsters Save Halloween,Children & Family Movies,"The Super Monsters use their powers to get their neighbors in the Halloween spirit, then help a nervous friend see there's nothing to be afraid of."
80220650,TV Show,YG Future Strategy Office,International TV Shows  Korean TV Shows  TV Comedies,"K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom."
80164032,Movie,A Plastic Ocean,Documentaries,"When he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts."
81158574,Movie,Brother in Love,Comedies  International Movies  Romantic Movies,"A robbery leaves a proprietor penniless before his wedding, but becoming a son-in-law to a second family might be the financial solution he needs."
80237905,Movie,In the Tall Grass,Horror Movies  Thrillers,"After hearing a boy's cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out."
81132440,Movie,Kids on the Block,Children & Family Movies  Comedies,"When their fun in the park is threatened by a neighborhood nagger, a group of friends declares war to play freely on their turf."
80117803,TV Show,Raising Dion,Kids' TV  TV Action & Adventure  TV Dramas,A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.
81021243,Movie,Super Monsters: Vida's First Halloween,Children & Family Movies,"The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard."
81004460,Movie,Compulsion,Dramas  Thrillers,"Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss."
81016330,Movie,The Dreamer,Dramas  International Movies,"A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them."
70105130,Movie,The Haunting of Molly Hartley,Horror Movies  Thrillers,"A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her."
81010662,TV Show,Violet Evergarden: Special,Anime Series  International TV Shows  Romantic TV Shows,"Auto Memory Doll Violet Evergarden writes letters for people who can’t, learning about her war-torn country and her own hardened heart along the way."
80141858,Movie,LEGO Jurassic World: The Indominus Escape,Children & Family Movies  Comedies,The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?
81084225,Movie,Grego Rossello: Disculpe las molestias,Stand-Up Comedy,"Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more."
80203920,TV Show,Nowhere Man,Crime TV Shows  International TV Shows  TV Action & Adventure,"Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one."
80242051,TV Show,Sleepless Society: Bedtime Wishes,Crime TV Shows  International TV Shows  TV Dramas,"During a holiday stay at a hotel resort, a flight attendant encounters a wealthy, mysterious man with two different personas."
80199806,Movie,Gun City,Dramas  International Movies  Thrillers,"In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war."
80084834,Movie,Heneral Luna,Dramas  International Movies,Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.
80208273,Movie,Judah Friedlander: America Is the Greatest Country in the United States,Stand-Up Comedy,"Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1."
80145699,Movie,The B-Side: Elsa Dorfman's Portrait Photography,Documentaries,"Filmmaker Errol Morris probes the life, work and studio of his pal Elsa Dorfman, a Polaroid photographer who's shot luminaries and regular folk alike."
